Global_ID	Database_Source	Search_Date	Record_ID_in_DB	Title	Authors	Year	DOI	Link_URL	Type	Record_Status	Duplicate_Group_I	Duplicate_Removal_Reason	Included_in_Unique_Set	Stage_1_R1	Stage_1_R2	Stage_1_Conflict	Stage_1_FinalDecision	Stage_1_Notes	Stage_2_FullText_Available	Stage_2_R1	Stage_2_R2	Stage_2_Conflict	Stage_2_FinalDecision	ExclusionReasonCode	ExclusionReasonDetail	FullText_FilePath	QA1	QA2	QA3	QA4	QA5	QA6	QA7	QA8	QA9	QA10	QA_Total	QA_Average	QA_IncludeFlag	Final_Inclusion_Status	Reason_if_Excluded	Notes
1	ACM	25-10-2025	1	Deep Learning for Software Defect Prediction: A Survey	Omri S,Sinz C	2020	10.1145/3387940.3391463	https://doi.org/10.1145/3387940.3391463;http://dx.doi.org/10.1145/3387940.3391463	Conference	unique	48		1	0	0	0	0							E2																		
2	ACM	25-10-2025	2	Combining Deep Learning and Kernel PCA for Software Defect Prediction	Ho A,Nhat Hai N,Thi-Mai-Anh B	2022	10.1145/3568562.3568587	https://doi.org/10.1145/3568562.3568587;http://dx.doi.org/10.1145/3568562.3568587	Conference	unique	45		1	1	1	0	1		1	1	1	0	1																	1		
3	ACM	25-10-2025	3	Software Defect Prediction using Multi-scale Structural Information	Tang F,He P	2023	10.1145/3594315.3594371	https://doi.org/10.1145/3594315.3594371;http://dx.doi.org/10.1145/3594315.3594371	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
4	ACM	25-10-2025	4	Convolutional Neural Network-Based Research on Software Engineering Defect Prediction	Qiu X,Fan P,Ren J	2024	10.1145/3640115.3640164	https://doi.org/10.1145/3640115.3640164;http://dx.doi.org/10.1145/3640115.3640164	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
5	ACM	25-10-2025	5	Robust Learning of Deep Predictive Models from Noisy and Imbalanced Software Engineering Datasets	Li Z,Pan M,Pei Y,Zhang T,Wang L,Li X	2023	10.1145/3551349.3556941	https://doi.org/10.1145/3551349.3556941;http://dx.doi.org/10.1145/3551349.3556941	Conference	unique			1	0	0	0	0							E3																		
6	ACM	25-10-2025	6	Deep just-in-time defect prediction: how far are we?	Zeng Z,Zhang Y,Zhang H,Zhang L	2021	10.1145/3460319.3464819	https://doi.org/10.1145/3460319.3464819;http://dx.doi.org/10.1145/3460319.3464819	Conference	unique			1	0	0	0	0							E3																		
7	ACM	25-10-2025	7	An Empirical Examination of the Impact of Bias on Just-in-time Defect Prediction	Gesi J,Li J,Ahmed I	2021	10.1145/3475716.3475791	https://doi.org/10.1145/3475716.3475791;http://dx.doi.org/10.1145/3475716.3475791	Conference	unique			1	0	0	0	0							E3																		
8	ACM	25-10-2025	8	ApacheJIT: a large dataset for just-in-time defect prediction	Keshavarz H,Nagappan M	2022	10.1145/3524842.3527996	https://doi.org/10.1145/3524842.3527996;http://dx.doi.org/10.1145/3524842.3527996	Conference	unique	41		1	0	0	0	0							E3																		
9	ACM	25-10-2025	9	Software visualization and deep transfer learning for effective software defect prediction	Chen J,Hu K,Yu Y,Chen Z,Xuan Q,Liu Y,Filkov V	2020	10.1145/3377811.3380389	https://doi.org/10.1145/3377811.3380389;http://dx.doi.org/10.1145/3377811.3380389	Conference	unique	1		1	1	1	0	1		1	1	1	0	1																	1		
10	ACM	25-10-2025	10	When representation learning meets software analysis	Fan M,Jia A,Liu J,Liu T,Chen W	2020	10.1145/3416506.3423578	https://doi.org/10.1145/3416506.3423578;http://dx.doi.org/10.1145/3416506.3423578	Conference	unique			1	0	0	0	0							E3																		
11	ACM	25-10-2025	11	Predicting change propagation between code clone instances by graph-based deep learning	Hu B,Wu Y,Peng X,Sha C,Wang X,Fu B,Zhao W	2022	10.1145/3524610.3527912	https://doi.org/10.1145/3524610.3527912;http://dx.doi.org/10.1145/3524610.3527912	Conference	unique	56		1	0	0	0	0							E3																		
12	ACM	25-10-2025	12	Software engineering meets deep learning: a mapping study	Ferreira F,Silva LL,Valente MT	2021	10.1145/3412841.3442029	https://doi.org/10.1145/3412841.3442029;http://dx.doi.org/10.1145/3412841.3442029	Conference	unique			1	0	0	0	0							E2																		
13	ACM	25-10-2025	13	Automated Code-centric Software Vulnerability Assessment: How Far Are We? An Empirical Study in C/C++	Nguyen AT,Le TH,Babar MA	2024	10.1145/3674805.3686670	https://doi.org/10.1145/3674805.3686670;http://dx.doi.org/10.1145/3674805.3686670	Conference	unique			1	0	0	0	0							E3																		
14	ACM	25-10-2025	14	Towards Learning Generalizable Code Embeddings Using Task-agnostic Graph Convolutional Networks	Ding Z,Li H,Shang W,Chen TH	2023	10.1145/3542944	https://doi.org/10.1145/3542944;http://dx.doi.org/10.1145/3542944	Journal	unique			1	0	0	0	0							E3																		
15	ACM	25-10-2025	15	Towards Robustness of Deep Program Processing Models-Detection, Estimation, and Enhancement	Zhang H,Fu Z,Li G,Ma L,Zhao Z,Yang H,Sun Y,Liu Y,Jin Z	2022	10.1145/3511887	https://doi.org/10.1145/3511887;http://dx.doi.org/10.1145/3511887	Journal	unique			1	0	0	0	0							E3																		
16	ACM	25-10-2025	16	DeepJIT: an end-to-end deep learning framework for just-in-time defect prediction	Hoang T,Dam HK,Kamei Y,Lo D,Ubayashi N	2019	10.1109/MSR.2019.00016	https://doi.org/10.1109/MSR.2019.00016;http://dx.doi.org/10.1109/MSR.2019.00016	Conference	unique	50		1	0	0	0	0							E3																		
17	ACM	25-10-2025	17	AI Techniques in Software Engineering Paradigm	Lyu MR	2018	10.1145/3184407.3184440	https://doi.org/10.1145/3184407.3184440;http://dx.doi.org/10.1145/3184407.3184440	Conference	unique			1	0	0	0	0							E3																		
18	ACM	25-10-2025	18	Lessons learned from using a deep tree-based model for software defect prediction in practice	Dam HK,Pham T,Ng SW,Tran T,Grundy J,Ghose A,Kim T,Kim CJ	2019	10.1109/MSR.2019.00017	https://doi.org/10.1109/MSR.2019.00017;http://dx.doi.org/10.1109/MSR.2019.00017	Conference	unique	2		1	1	1	0	1		1	1	1	0	1																	1		
19	ACM	25-10-2025	19	Automatically learning semantic features for defect prediction	Wang S,Liu T,Tan L	2016	10.1145/2884781.2884804	https://doi.org/10.1145/2884781.2884804;http://dx.doi.org/10.1145/2884781.2884804	Conference	unique	42		1	1	1	0	1		1	1	1	0	1																	1		
20	ACM	25-10-2025	20	Software Bug Count Prediction Using Abstract Syntax Trees (ASTs)	Ibrahim RF,Qusef A	2025	10.1145/3708635.3708652	https://doi.org/10.1145/3708635.3708652;http://dx.doi.org/10.1145/3708635.3708652	Conference	unique			1	0	0	0	0							E3																		
21	ACM	25-10-2025	21	Cross Project Defect Prediction using Dropout Regularized Deep Learning and Unique Matched Metrics	Bal PR,Kumar S	2025	10.1145/3698109	https://doi.org/10.1145/3698109;http://dx.doi.org/10.1145/3698109	Journal	unique	25		1	1	1	0	1		1	1	1	0	1																	1		
22	ACM	25-10-2025	22	A Causal Learning Framework for Enhancing Robustness of Source Code Models	Ye J,Li Z,Tang X,Zou D,Xu S,Qiang W,Jin H	2025	10.1145/3729387	https://doi.org/10.1145/3729387;http://dx.doi.org/10.1145/3729387	Journal	unique			1	0	0	0	0							E3																		
23	IEEE	25-10-2025	23	A Model Based on Program Slice and Deep Learning for Software Defect Prediction	J. Tian; Y. Tian	2020	10.1109/ICCCN49398.2020.9209658	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9209658	Conference	unique	12		1	1	1	0	1		1	0	0	0	0	E6																0		
24	IEEE	25-10-2025	24	Software Defect Prediction Model Based on Deep Learning	Y. Zhang	2024	10.1109/PEEEC63877.2024.00177	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10836020	Conference	unique	14		1	1	1	0	1		1	0	0	0	0	E6																0		
25	IEEE	25-10-2025	25	Software Defect Prediction Method Based on RGB Image and Deep Learning	X. Yang; Z. Li; T. Li; W. Chu; W. Huang	2023	10.1109/ISoIRS59890.2023.00043	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10227866	Conference	unique	27		1	1	1	0	1		1	0	0	0	0	E6																0		
26	IEEE	25-10-2025	26	Software Defect Prediction based on Machine Learning and Deep Learning	P. Tadapaneni; N. C. Nadella; M. Divyanjali; Y. Sangeetha	2022	10.1109/ICICT54344.2022.9850643	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9850643	Conference	unique	8		1	1	1	0	1		1	0	0	0	0	E6																0		
27	IEEE	25-10-2025	27	Deep Learning-Based Automated Software Defect Prediction Model	J. Fan; H. Chen	2024	10.1109/ISCTIS63324.2024.10699271	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10699271	Conference	unique	32		1	1	1	0	1		1	1	1	0	1																	1		
28	IEEE	25-10-2025	28	Revolutionizing Software Defect Prediction Through Deep Learning	S. J. G; J. Charles	2024	10.1109/ICCPCT61902.2024.10673411	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10673411	Conference	unique	24		1	1	1	0	1		1	0	0	0	0	E6																0		
29	IEEE	25-10-2025	29	Software Defect Prediction using Dimensionality Reduction and Deep Learning	M. Massoudi; N. K. Jain; P. Bansal	2021	10.1109/ICICV50876.2021.9388622	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9388622	Conference	unique	10		1	1	1	0	1		1	0	0	0	0	E6																0		
30	IEEE	25-10-2025	30	Research on Efficient Software Defect Prediction Using Deep Learning Approaches	Razauddin; S. Madhuri G; A. Oberoi; A. Vats; A. Sivasangari; K. Siwach	2022	10.1109/ICTACS56270.2022.9988292	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9988292	Conference	unique	29		1	1	1	0	1		1	0	0	0	0	E6																0		
31	IEEE	25-10-2025	31	Accuracy Prediction of Ensemble Deep Learning Model through Software Defect Prediction	S. Charan; S. Sinha; S. M. Sujan; U. A. Nayak	2024	10.1109/ICDSIS61070.2024.10594340	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10594340	Conference	unique	28		1	1	1	0	1		1	0	0	0	0	E6																0		
32	IEEE	25-10-2025	32	Hybrid Population Intelligence and Deep Learning Research for Software Defect Prediction	G. Pei; Z. Lu; J. Jin; R. Feng	2023	10.1109/ICI3C60830.2023.00019	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10729750	Conference	unique	33		1	1	1	0	1		1	1	1	0	1																	1		
33	IEEE	25-10-2025	33	Research on software defect prediction technology based on deep learning	P. Jiang	2021	10.1109/CDS52072.2021.00024	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9463239	Conference	unique	22		1	1	1	0	1		1	0	0	0	0	E6																0		
34	IEEE	25-10-2025	34	Deep Learning for Software Defect Prediction in time	M. Yadav; V. Singh; P. Rastogi	2018	10.1109/PDGC.2018.8745804	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8745804	Conference	unique	47		1	0	0	0	0							E3																		
35	IEEE	25-10-2025	35	A Deep Learning Based Model for Defect Prediction in Intra-Project Software	K. Sekaran; L. S. P. Annabel	2023	10.1109/ICOEI56765.2023.10126014	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10126014	Conference	unique	16		1	1	1	0	1		1	0	0	0	0	E6																0		
36	IEEE	25-10-2025	36	Software Defect Density Prediction Using Deep Learning	F. Alghanim; M. Azzeh; A. El-Hassan; H. Qattous	2022	10.1109/ACCESS.2022.3217480	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9931128	Journal	unique	36		1	0	0	0	0							E3																		
37	IEEE	25-10-2025	37	Just-in-Time Defect Prediction for Self-Driving Software via a Deep Learning Model	J. Choi; T. Kim; D. Ryu; J. Baik; S. Kim	2023	10.13052/jwe1540-9589.2225	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10243560	Journal	unique	20		1	0	0	0	0							E3																		
38	IEEE	25-10-2025	38	Prediction Of Software Defects by Employing Optimized Deep Learning and Oversampling Approaches	M. C. Devi; T. D. Rajkumar; D. Balakrishnan	2024	10.1109/IC457434.2024.10486399	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10486399	Conference	unique			1	1	1	0	1		1	0	0	0	0	E6																0		
39	IEEE	25-10-2025	39	On the Value of Oversampling for Deep Learning in Software Defect Prediction	R. Yedida; T. Menzies	2022	10.1109/TSE.2021.3079841	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9429914	Journal	unique	7		1	1	1	0	1		1	1	1	0	1																	1		
40	IEEE	25-10-2025	40	An Empirical Systematic Study of Deep Learning-Based Software Defect Prediction Models in Complex Systems	Z. Shen	2024	10.1109/ICISCAE62304.2024.10761329	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10761329	Conference	unique	23		1	1	1	0	1		1	1	1	0	1																	1		
41	IEEE	25-10-2025	41	An Empirical Systematic Study of Deep Learning-Based Software Defect Prediction Models in Complex Systems	Y. Chen; M. Fang; Y. Zhang	2024	10.1109/CIPAE64326.2024.00014	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10788150	Conference	unique			1	1	1	0	0							E3																		
42	IEEE	25-10-2025	42	Investigating the Use of Deep Neural Networks for Software Defect Prediction	M. Samir; M. El-Ramly; A. Kamel	2019	10.1109/AICCSA47632.2019.9035240	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9035240	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
43	IEEE	25-10-2025	43	Software Defect Prediction Using Deep Semantic Feature Learning	B. Dwarakanath; S. Renuka; T. V. Brindha; M. J. D. Ebinezer	2023	10.1109/EASCT59475.2023.10393261	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10393261	Conference	unique	31		1	1	1	0	1		1	0	0	0	0	E6																0		
44	IEEE	25-10-2025	44	A Survey of Software Defects Research Based on Deep Learning	F. Meng; R. Huang; J. Wang	2023	10.1109/ISCON57294.2023.10112194	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10112194	Conference	unique			1	0	0	0	0							E2																		
45	IEEE	25-10-2025	45	Transfer Learning Code Vectorizer based Machine Learning Models for Software Defect Prediction	R. Singh; J. Singh; M. S. Gill; R. Malhotra; Garima	2020	10.1109/ComPE49325.2020.9200076	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9200076	Conference	unique			1	0	0	0	0							E1																		
46	IEEE	25-10-2025	46	Deep Semantic Feature Learning for Software Defect Prediction	S. Wang; T. Liu; J. Nam; L. Tan	2020	10.1109/TSE.2018.2877612	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8502853	Journal	unique	9		1	1	1	0	1		1	1	1	0	1																	1		
47	IEEE	25-10-2025	47	Feature Importance in the Context of Traditional and Just-In-Time Software Defect Prediction Models	S. Haldar; L. F. Capretz	2024	10.1109/CCECE59415.2024.10667167	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10667167	Conference	unique			1	0	0	0	0							E3																		
48	IEEE	25-10-2025	48	Learning Semantic Features for Software Defect Prediction by Code Comments Embedding	X. Huo; Y. Yang; M. Li; D. -C. Zhan	2018	10.1109/ICDM.2018.00133	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594942	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
49	IEEE	25-10-2025	49	Predicting Line-Level Defects by Capturing Code Contexts with Hierarchical Transformers	P. Mahbub; M. M. Rahman	2024	10.1109/SANER60148.2024.00038	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10589817	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
50	IEEE	25-10-2025	50	How Well Do Change Sequences Predict Defects? Sequence Learning from Software Changes	M. Wen; R. Wu; S. -C. Cheung	2020	10.1109/TSE.2018.2876256	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8493303	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
51	IEEE	25-10-2025	51	Enhancing Software Reliability Through Machine Learning: Prediction Through Evaluation Metrics	S. Shaikh; S. Ghosh	2024	10.1109/ICBDS61829.2024.10837281	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10837281	Conference	unique			1	0	0	0	0							E1																		
52	IEEE	25-10-2025	52	A Deep Dive into Software Fault Prediction: Evaluating CNN and RNN Models	S. K. Gunda	2024	10.1109/ICESIC61777.2024.10846549	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10846549	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
53	IEEE	25-10-2025	53	DeepLineDP: Towards a Deep Learning Approach for Line-Level Defect Prediction	C. Pornprasit; C. K. Tantithamthavorn	2023	10.1109/TSE.2022.3144348	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9689967	Journal	unique	51		1	1	1	0	1		1	1	1	0	1																	1		
54	IEEE	25-10-2025	54	Enhancing Cross-Project Just-In-Time Defect Prediction with Active Deep Learning	Y. Wang; Y. Li; Y. Ren; J. Yu	2023	10.1109/QRS-C60940.2023.00073	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10430009	Conference	unique	52		1	0	0	0	0							E3																		
55	IEEE	25-10-2025	55	A Framework based on Deep Neural Network for Ranking-oriented Software Defect Prediction	J. Dai; X. Yang; B. Huang; X. Lu	2023	10.1109/QRS60937.2023.00016	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10366604	Conference	unique			1	0	0	0	0							E3																		
56	IEEE	25-10-2025	56	A Systematic Review on Application of Deep Learning Techniques for Software Quality Predictive Modeling	R. Malhotra; S. Gupta; T. Singh	2020	10.1109/ComPE49325.2020.9200103	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9200103	Conference	unique			1	0	0	0	0							E2																		
57	IEEE	25-10-2025	57	Software Bug Tracker using Deep Learning	K. C. Mohanraj; M. Prasanth; S. Rafith; A. Sriman	2024	10.1109/ICICT60155.2024.10544629	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10544629	Conference	unique			1	0	0	0	0							E3																		
58	IEEE	25-10-2025	58	Predicting Software Errors Using Neural Networks	R. K. Pandey; J. Chand; A. K. Srivastava; N. P. Singh; R. K. Gautam	2023	10.1109/SMART59791.2023.10428165	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10428165	Conference	unique			1	0	0	0	0							E3																		
59	IEEE	25-10-2025	59	Use of Deep Learning Model with Attention Mechanism for Software Fault Prediction	T. -Y. Yu; C. -Y. Huang; N. C. Fang	2021	10.1109/DSA52907.2021.00025	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9622921	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
60	IEEE	25-10-2025	60	Software Visualization and Deep Transfer Learning for Effective Software Defect Prediction	J. Chen; K. Hu; Y. Yu; Z. Chen; Q. Xuan; Y. Liu; V. Filkov	2020		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284026	Conference	duplicate	1	Identical title, same year, different database	0																													
61	IEEE	25-10-2025	61	Seml: A Semantic LSTM Model for Software Defect Prediction	H. Liang; Y. Yu; L. Jiang; Z. Xie	2019	10.1109/ACCESS.2019.2925313	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8747001	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
62	IEEE	25-10-2025	62	An in-depth analysis of the software features’ impact on the performance of deep learning-based software defect predictors	D. -L. Miholca; V. -I. Tomescu; G. Czibula	2022	10.1109/ACCESS.2022.3181995	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793667	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
63	IEEE	25-10-2025	63	Hybrid Software Defect Prediction Based on LSTM (Long Short Term Memory) and Word Embedding	R. B. Bahaweres; D. Jumral; I. Hermadi; A. I. Suroso; Y. Arkeman	2021	10.1109/ICON-SONICS53103.2021.9617182	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9617182	Conference	unique			1	1	1	0	1		1	0	0	0	0	E6																0		
64	IEEE	25-10-2025	64	Software Defect Prediction via Deep Belief Network	H. Wei; C. Shan; C. Hu; Y. Zhang; X. Yu	2019	10.1049/cje.2019.06.012	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10847658	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
65	IEEE	25-10-2025	65	Software Defect Prediction via Convolutional Neural Network	J. Li; P. He; J. Zhu; M. R. Lyu	2017	10.1109/QRS.2017.42	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8009936	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
66	IEEE	25-10-2025	66	GCN2defect : Graph Convolutional Networks for SMOTETomek-based Software Defect Prediction	C. Zeng; C. Y. Zhou; S. K. Lv; P. He; J. Huang	2021	10.1109/ISSRE52982.2021.00020	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9700305	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
67	IEEE	25-10-2025	67	Leveraging CatBoost and XAI for Enhanced Software Defect Prediction	A. J. Keya; N. Khandaker; M. J. Hasan; H. Jahan; M. Akhtaruzzaman	2024	10.1109/ICCIT64611.2024.11021971	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11021971	Conference	unique			1	0	0	0	0							E3																		
68	IEEE	25-10-2025	68	Defect Prediction via Tree-Based Encoding with Hybrid Granularity for Software Sustainability	S. Qiu; H. Huang; W. Jiang; F. Zhang; W. Zhou	2024	10.1109/TSUSC.2023.3248965	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10052729	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
69	IEEE	25-10-2025	69	Deep Just-In-Time Defect Localization	F. Qiu; Z. Gao; X. Xia; D. Lo; J. Grundy; X. Wang	2022	10.1109/TSE.2021.3135875	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9653844	Journal	unique			1	0	0	0	0							E3																		
70	IEEE	25-10-2025	70	A Web-Based Application for Identifying Objects In Images: Object Recognition Software	H. UCUZAL; A. G. Ä°. BALIKÃ‡I Ã‡Ä°Ã‡EK; A. G. A. K. ARSLAN; C. Ã‡OLAK	2019	10.1109/ISMSIT.2019.8932735	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8932735	Conference	unique			1	0	0	0	0							E3																		
71	IEEE	25-10-2025	71	DeepJIT: An End-to-End Deep Learning Framework for Just-in-Time Defect Prediction	T. Hoang; H. Khanh Dam; Y. Kamei; D. Lo; N. Ubayashi	2019	10.1109/MSR.2019.00016	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816772	Conference	duplicate	50		0																													
72	IEEE	25-10-2025	72	Employing CNN with Spatial Pyramid Pooling for Predicting Software Defects through Image Analysis	Z. -Y. Chen; C. -Y. Huang; J. -R. Lin; C. -C. Fang; W. C. -C. Chu	2024	10.1109/QRS62785.2024.00039	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10684665	Conference	unique			1	1	1	0	1		1	1	1	0	1																	1		
73	IEEE	25-10-2025	73	Software Reliability: Development of Software Defect Prediction Models Using Advanced Techniques	M. Jagtap; P. Katragadda; P. Satelkar	2022	10.1109/RAMS51457.2022.9893986	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9893986	Conference	unique			1	0	0	0	0							E3																		
74	IEEE	25-10-2025	74	Software Defect Detection Based on Feature Fusion and Alias Analysis	X. Li; Z. Zhu	2023	10.1109/ITC-Asia58802.2023.10301168	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10301168	Conference	unique			1	0	0	0	0							E3																		
75	IEEE	25-10-2025	75	A Study of Applying Deep Learning-Based Weighted Combinations to Improve Defect Prediction Accuracy and Effectiveness	C. -Y. Huang; Arthur; C. Huang; M. -C. Yang; W. -C. Su	2019	10.1109/IEEM44572.2019.8978786	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8978786	Conference	unique	39		1	0	0	0	0							E3																		
76	IEEE	25-10-2025	76	Convolutional neural networks on assembly code for predicting software defects	A. V. Phan; M. Le Nguyen	2017	10.1109/IESYS.2017.8233558	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8233558	Conference	unique			1	1	1	0	1		1	0	0	0	0	E6																0		
77	IEEE	25-10-2025	77	DP-CCL: A Supervised Contrastive Learning Approach Using CodeBERT Model in Software Defect Prediction	S. Sahar; M. Younas; M. M. Khan; M. U. Sarwar	2024	10.1109/ACCESS.2024.3362896	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10422975	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
78	IEEE	25-10-2025	78	Software Defect Prediction Using a Combination of Oversampling and Undersampling Methods	A. F. Iswafaza; S. Rochimah	2022	10.1109/ICITISEE57756.2022.10057798	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10057798	Conference	unique			1	0	1	1	0							E1																		
79	IEEE	25-10-2025	79	Software Defect Prediction Using Advanced Ensemble Techniques: A Focus on Boosting and Voting Method	S. K. Gunda	2024	10.1109/ICESIC61777.2024.10846550	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10846550	Conference	unique			1	0	0	0	0							E1																		
80	IEEE	25-10-2025	80	Software Fault-Prone Module Classification Using Learning Automata based Deep Neural Network Model	M. M. Ahmed; B. S. Kiran; P. H. Sai; M. Bisi	2021	10.1109/ICCCNT51525.2021.9580173	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9580173	Conference	unique			1	1	1	0	1		1	0	0	0	0	E6																0		
81	IEEE	25-10-2025	81	Automatically Learning Semantic Features for Defect Prediction	S. Wang; T. Liu; L. Tan	2016	10.1145/2884781.2884804	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7886912	Conference	duplicate	42		0																													
82	IEEE	25-10-2025	82	An Abstract Syntax Tree Encoding Method for Cross-Project Defect Prediction	Z. Cai; L. Lu; S. Qiu	2019	10.1109/ACCESS.2019.2953696	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901993	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
83	IEEE	25-10-2025	83	An End-to-End S-AF-RCNN based Framework for Just-in-Time Defect Prediction	R. J. T. Nirmalraj; P. Ramalingam; V. Sreetharan; P. M. D. Ali Khan; N. Divya; M. Ponnusamy	2023	10.1109/ICIMIA60377.2023.10426557	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10426557	Conference	unique			1	0	0	0	0							E3																		
84	IEEE	25-10-2025	84	DeepCPDP: Deep Learning Based Cross-Project Defect Prediction	D. Chen; X. Chen; H. Li; J. Xie; Y. Mu	2019	10.1109/ACCESS.2019.2961129	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8937501	Journal	unique	49		1	1	1	0	1		1	1	1	0	1																	1		
85	IEEE	25-10-2025	85	A Suitable AST Node Granularity and Multi-Kernel Transfer Convolutional Neural Network for Cross-Project Defect Prediction	J. Deng; L. Lu; S. Qiu; Y. Ou	2020	10.1109/ACCESS.2020.2985780	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9057380	Journal	unique			1	1	1	0	1		1	1	1	0	1																	1		
86	IEEE	25-10-2025	86	A Comprehensive Review of SDP Using Machine and Deep Learning Techniques in Software Testing	S. Angamuthu; K. G. Maheswari	2024	10.1109/ICCDA64887.2024.10867332	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10867332	Conference	unique			1	0	0	0	0							E2																		
87	IEEE	25-10-2025	87	Software Defect Prediction Using Ensemble Technique	P. Wicaksono; P. Arisaputra; R. Yunanda; W. Kristian; A. Mujhid	2024	10.1109/ICIMTech63123.2024.10780854	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10780854	Conference	unique			1	1	1	0	1		1	0	0	0	0	E6																0		
